indice_tiempo,consultas_total,consultas_dispositivos_moviles,consultas_dispositivos_no_moviles,usuarios_total,consultas_acumuladas_total
2023-01-26,0,0,0,0,28023470
2023-01-27,0,0,0,0,28023470
2023-01-28,0,0,0,0,28023470
2023-01-29,0,0,0,0,28023470
2023-01-30,0,0,0,0,28023470
2023-01-31,0,0,0,0,28023470
2023-02-01,0,0,0,0,28023470
2023-02-02,0,0,0,0,28023470
2023-02-03,0,0,0,0,28023470
2023-02-04,0,0,0,0,28023470
2023-02-05,0,0,0,0,28023470
2023-02-06,0,0,0,0,28023470
2023-02-07,0,0,0,0,28023470
2023-02-08,0,0,0,0,28023470
2023-02-09,0,0,0,0,28023470
2023-02-10,0,0,0,0,28023470
2023-02-11,0,0,0,0,28023470
2023-02-12,0,0,0,0,28023470
2023-02-13,0,0,0,0,28023470
2023-02-14,0,0,0,0,28023470
2023-02-15,0,0,0,0,28023470
2023-02-16,0,0,0,0,28023470
2023-02-17,0,0,0,0,28023470
2023-02-18,0,0,0,0,28023470
2023-02-19,0,0,0,0,28023470
2023-02-20,0,0,0,0,28023470
2023-02-21,0,0,0,0,28023470
2023-02-22,0,0,0,0,28023470
2023-02-23,0,0,0,0,28023470
2023-02-24,0,0,0,0,28023470
2023-02-25,0,0,0,0,28023470
2023-02-26,0,0,0,0,28023470
2023-02-27,0,0,0,0,28023470
2023-02-28,0,0,0,0,28023470
2023-03-01,0,0,0,0,28023470
2023-03-02,0,0,0,0,28023470
2023-03-03,0,0,0,0,28023470
2023-03-04,0,0,0,0,28023470
2023-03-05,0,0,0,0,28023470
2023-03-06,0,0,0,0,28023470
2023-03-07,0,0,0,0,28023470
2023-03-08,33587,12238,21349,4606,28057057
2023-03-09,53327,14361,38966,5527,28110384
2023-03-10,64097,20518,43579,4465,28174481
2023-03-11,41007,10432,30575,2402,28215488
2023-03-12,35485,8563,26922,2181,28250973
2023-03-13,41771,8665,33106,4417,28292744
2023-03-14,53937,14465,39472,5659,28346681
2023-03-15,48215,11962,36253,5876,28394896
2023-03-16,69126,17703,51423,5243,28464022
2023-03-17,74884,17503,57381,5052,28538906
2023-03-18,76189,22277,53912,2536,28615095
2023-03-19,64482,13979,50503,2584,28679577
2023-03-20,77809,20433,57376,5245,28757386
2023-03-21,85379,23789,61590,5518,28842765
2023-03-22,74150,18806,55344,5703,28916915
2023-03-23,68090,18409,49681,5268,28985005
2023-03-24,52822,11690,41132,3783,29037827
2023-03-25,64648,15207,49441,3260,29102475
2023-03-26,66951,17092,49859,3053,29169426
2023-03-27,69743,17162,52581,6156,29239169
2023-03-28,76718,17996,58722,6356,29315887
2023-03-29,85725,24315,61410,5765,29401612
2023-03-30,80405,19410,60995,5269,29482017
2023-03-31,9283,1597,7686,349,29491300
2023-04-01,0,0,0,0,29491300
2023-04-02,0,0,0,0,29491300
2023-04-03,0,0,0,0,29491300
2023-04-04,0,0,0,0,29491300
2023-04-05,0,0,0,0,29491300
2023-04-06,0,0,0,0,29491300
2023-04-07,0,0,0,0,29491300
2023-04-08,0,0,0,0,29491300
2023-04-09,0,0,0,0,29491300
2023-04-10,0,0,0,0,29491300
2023-04-11,0,0,0,0,29491300
2023-04-12,0,0,0,0,29491300
2023-04-13,0,0,0,0,29491300
2023-04-14,0,0,0,0,29491300
2023-04-15,0,0,0,0,29491300
2023-04-16,0,0,0,0,29491300
2023-04-17,0,0,0,0,29491300
2023-04-18,0,0,0,0,29491300
2023-04-19,0,0,0,0,29491300
2023-04-20,0,0,0,0,29491300
2023-04-21,0,0,0,0,29491300
2023-04-22,0,0,0,0,29491300
2023-04-23,0,0,0,0,29491300
2023-04-24,0,0,0,0,29491300
2023-04-25,0,0,0,0,29491300
2023-04-26,0,0,0,0,29491300
2023-04-27,0,0,0,0,29491300
2023-04-28,0,0,0,0,29491300
2023-04-29,0,0,0,0,29491300
2023-04-30,0,0,0,0,29491300
2023-05-01,0,0,0,0,29491300
2023-05-02,0,0,0,0,29491300
2023-05-03,0,0,0,0,29491300
2023-05-04,0,0,0,0,29491300
2023-05-05,0,0,0,0,29491300
2023-05-06,0,0,0,0,29491300
2023-05-07,0,0,0,0,29491300
2023-05-08,0,0,0,0,29491300
2023-05-09,0,0,0,0,29491300
2023-05-10,0,0,0,0,29491300
2023-05-11,0,0,0,0,29491300
2023-05-12,0,0,0,0,29491300
2023-05-13,0,0,0,0,29491300
2023-05-14,0,0,0,0,29491300
2023-05-15,0,0,0,0,29491300
2023-05-16,0,0,0,0,29491300
2023-05-17,0,0,0,0,29491300
2023-05-18,0,0,0,0,29491300
2023-05-19,0,0,0,0,29491300
2023-05-20,0,0,0,0,29491300
2023-05-21,0,0,0,0,29491300
2023-05-22,0,0,0,0,29491300
2023-05-23,0,0,0,0,29491300
2023-05-24,0,0,0,0,29491300
2023-05-25,0,0,0,0,29491300
2023-05-26,0,0,0,0,29491300
2023-05-27,0,0,0,0,29491300
2023-05-28,0,0,0,0,29491300
2023-05-29,0,0,0,0,29491300
2023-05-30,0,0,0,0,29491300
2023-05-31,0,0,0,0,29491300
2023-06-01,0,0,0,0,29491300
2023-06-02,0,0,0,0,29491300
2023-06-03,0,0,0,0,29491300
2023-06-04,0,0,0,0,29491300
2023-06-05,0,0,0,0,29491300
2023-06-06,0,0,0,0,29491300
2023-06-07,0,0,0,0,29491300
2023-06-08,0,0,0,0,29491300
2023-06-09,0,0,0,0,29491300
2023-06-10,0,0,0,0,29491300
2023-06-11,0,0,0,0,29491300
2023-06-12,0,0,0,0,29491300
2023-06-13,0,0,0,0,29491300
2023-06-14,0,0,0,0,29491300
2023-06-15,0,0,0,0,29491300
2023-06-16,0,0,0,0,29491300
2023-06-17,0,0,0,0,29491300
2023-06-18,0,0,0,0,29491300
2023-06-19,0,0,0,0,29491300
2023-06-20,0,0,0,0,29491300
2023-06-21,0,0,0,0,29491300
2023-06-22,0,0,0,0,29491300
2023-06-23,0,0,0,0,29491300
2023-06-24,0,0,0,0,29491300
2023-06-25,0,0,0,0,29491300
2023-06-26,0,0,0,0,29491300
2023-06-27,0,0,0,0,29491300
2023-06-28,0,0,0,0,29491300
2023-06-29,0,0,0,0,29491300
2023-06-30,0,0,0,0,29491300
2023-07-01,0,0,0,0,29491300
2023-07-02,0,0,0,0,29491300
2023-07-03,0,0,0,0,29491300
2023-07-04,0,0,0,0,29491300
2023-07-05,0,0,0,0,29491300
2023-07-06,0,0,0,0,29491300
2023-07-07,0,0,0,0,29491300
2023-07-08,0,0,0,0,29491300
2023-07-09,0,0,0,0,29491300
2023-07-10,0,0,0,0,29491300
2023-07-11,0,0,0,0,29491300
2023-07-12,0,0,0,0,29491300
2023-07-13,0,0,0,0,29491300
2023-07-14,0,0,0,0,29491300
2023-07-15,0,0,0,0,29491300
2023-07-16,0,0,0,0,29491300
2023-07-17,0,0,0,0,29491300
2023-07-18,13727,2481,11246,1105,29505027
2023-07-19,38027,6073,31954,2921,29543054
2023-07-20,37465,7394,30071,2547,29580519
2023-07-21,35353,5760,29593,2715,29615872
2023-07-22,44154,7798,36356,1269,29660026
2023-07-23,72135,16513,55622,1310,29732161
2023-07-24,99059,23042,76017,3478,29831220
2023-07-25,96232,19991,76241,3337,29927452
2023-07-26,75810,18568,57242,3315,30003262
2023-07-27,64954,13708,51246,3259,30068216
2023-07-28,61927,11317,50610,3017,30130143
2023-07-29,51332,8804,42528,1540,30181475
2023-07-30,69782,20264,49518,1520,30251257
2023-07-31,51622,13990,37632,3101,30302879
2023-08-01,44963,10274,34689,3265,30347842
2023-08-02,42622,10865,31757,3212,30390464
2023-08-03,41170,10562,30608,3235,30431634
2023-08-04,35780,8656,27124,2860,30467414
2023-08-05,29004,6321,22683,1419,30496418
2023-08-06,37281,5442,31839,1440,30533699
2023-08-07,42302,10632,31670,3087,30576001
2023-08-08,28118,6892,21226,3288,30604119
2023-08-09,43969,11207,32762,10721,30648088
2023-08-10,51905,13005,38900,14030,30699993
2023-08-11,43207,9946,33261,13288,30743200
2023-08-12,34480,6624,27856,11255,30777680
2023-08-13,28605,6664,21941,8729,30806285
2023-08-14,47635,14191,33444,14905,30853920
2023-08-15,54551,11541,43010,13674,30908471
2023-08-16,51953,12358,39595,12831,30960424
2023-08-17,58903,9573,49330,12224,31019327
2023-08-18,52221,7733,44488,11051,31071548
2023-08-19,38562,5993,32569,9343,31110110
2023-08-20,27860,5504,22356,7755,31137970
2023-08-21,38243,6447,31796,8390,31176213
2023-08-22,42722,8375,34347,9468,31218935
2023-08-23,49235,9341,39894,11166,31268170
2023-08-24,45629,8890,36739,11365,31313799
2023-08-25,43638,9011,34627,10989,31357437
2023-08-26,35974,7049,28925,9518,31393411
2023-08-27,33764,6436,27328,9066,31427175
2023-08-28,39433,9754,29679,8408,31466608
2023-08-29,40885,7576,33309,8615,31507493
2023-08-30,35559,6677,28882,8226,31543052
2023-08-31,34101,7788,26313,8173,31577153
2023-09-01,29970,6513,23457,7368,31607123
2023-09-02,28456,4268,24188,6897,31635579
2023-09-03,31204,5053,26151,7220,31666783
2023-09-04,34119,6384,27735,8307,31700902
2023-09-05,32744,5031,27713,7742,31733646
2023-09-06,33589,5339,28250,8196,31767235
2023-09-07,40183,8332,31851,10388,31807418
2023-09-08,49201,6649,42552,10843,31856619
2023-09-09,35129,4920,30209,9801,31891748
2023-09-10,27858,4904,22954,7443,31919606
2023-09-11,38128,5790,32338,8642,31957739
2023-09-12,42960,5284,37676,8355,32000699
2023-09-13,42297,5316,36981,7810,32042996
2023-09-14,31880,5423,26457,6948,32074876
2023-09-15,53326,14549,38777,10627,32128202
2023-09-16,46175,11381,34794,10650,32174377
2023-09-17,71177,26560,44617,8490,32245554
2023-09-18,86643,29488,57155,11267,32332197
2023-09-19,50000,7796,42204,11004,32382197
2023-09-20,43536,8718,34818,10841,32425733
2023-09-21,42309,7582,34727,10157,32468042
2023-09-22,44525,12481,32044,9477,32512567
2023-09-23,33901,8964,24937,8437,32546468
2023-09-24,39660,11181,28479,9491,32586128
2023-09-25,45528,12175,33353,10823,32631656
2023-09-26,45190,10197,34993,11744,32676846
2023-09-27,53652,9597,44055,11966,32730498
2023-09-28,52098,9700,42398,12242,32782596
2023-09-29,38021,8737,29284,12625,32820617
2023-09-30,17763,3147,14616,3402,32838380
2023-10-01,12756,2878,9878,2647,32851136
2023-10-02,27286,6232,21054,5909,32878422
2023-10-03,49049,8079,40970,10286,32927471
2023-10-04,54137,9614,44523,12652,32981608
2023-10-05,50390,10472,39918,11871,33031998
2023-10-06,47784,8121,39663,9354,33079782
2023-10-07,44550,6394,38156,6836,33124332
2023-10-08,43574,5666,37908,6808,33167906
2023-10-09,61424,11604,49820,10823,33229330
2023-10-10,69428,13457,55971,11965,33298758
2023-10-11,67125,14435,52690,12106,33365883
2023-10-12,56054,10259,45795,9971,33421937
2023-10-13,43679,5525,38154,7122,33465616
2023-10-14,49337,8733,40604,8517,33514953
2023-10-15,47643,7794,39849,8193,33562596
2023-10-16,65212,12963,52249,12731,33627808
2023-10-17,83840,17209,66631,14559,33711648
2023-10-18,84409,19280,65129,12953,33796057
2023-10-19,66828,12536,54292,14351,33862885
2023-10-20,58276,10080,48196,14252,33921161
2023-10-21,51111,8612,42499,11749,33972272
2023-10-22,52017,11866,40151,11755,34024289
2023-10-23,73462,18229,55233,14613,34097751
2023-10-24,67876,14662,53214,12422,34165627
2023-10-25,63688,12932,50756,12077,34229315
2023-10-26,64191,13417,50774,12395,34293506
2023-10-27,62672,13474,49198,13367,34356178
2023-10-28,58051,11912,46139,12203,34414229
2023-10-29,64543,14017,50526,12775,34478772
2023-10-30,78313,22368,55945,19461,34557085
2023-10-31,66951,13588,53363,14181,34624036
2023-11-01,59027,9966,49061,13334,34683063
2023-11-02,48412,7374,41038,12127,34731475
2023-11-03,53331,8757,44574,12424,34784806
2023-11-04,41285,5743,35542,9271,34826091
2023-11-05,49645,9839,39806,11869,34875736
2023-11-06,45095,7571,37524,10469,34930403
2023-11-07,69055,13912,55143,14275,34999458
2023-11-08,65232,14924,50308,15144,35064690
2023-11-09,54304,12686,41618,15655,35118994
2023-11-10,43663,9260,34403,10658,35162657
2023-11-11,34689,5990,28699,8772,35197346
2023-11-12,42468,9997,32471,9430,35239814
2023-11-13,3715,909,2806,2278,35299013
2023-11-14,71737,15400,56337,15408,35370750
2023-11-15,60844,13629,47215,16167,35431594
2023-11-16,59986,14833,45153,14774,35491580
2023-11-17,53763,13746,40017,14615,35545343
2023-11-18,49303,10100,39203,13725,35594646
2023-11-19,47591,13033,34558,15246,35642237
2023-11-20,38988,11742,27246,13246,35692865
2023-11-21,53946,13942,40004,13834,35746811
2023-11-22,50014,14267,35747,12012,35796825
2023-11-23,49740,14625,35115,14322,35846565
2023-11-24,57714,15345,42369,14000,35904279
2023-11-25,55004,8305,46699,10835,35959283
2023-11-26,54190,12647,41543,12029,36013473
2023-11-27,3332,591,2741,1747,36060579
2023-11-28,40691,9373,31318,11850,36101270
2023-11-29,46733,8607,38126,10286,36148003
2023-11-30,47490,7743,39747,11769,36195493
2023-12-01,41881,8128,33753,12138,36237374
2023-12-02,29888,7937,21951,10011,36267262
2023-12-03,31195,8078,23117,10115,36298457
2023-12-04,31984,7396,24588,10839,36335094
2023-12-05,31599,7114,24485,10382,36366693
2023-12-06,44464,7069,37395,10843,36411157
2023-12-07,44014,7681,36333,12085,36455171
2023-12-08,41529,5770,35759,9532,36496700
2023-12-09,40066,6522,33544,10015,36536766
2023-12-10,39067,7123,31944,9951,36575833
2023-12-11,43917,8316,35601,10717,36628470
2023-12-12,66334,16680,49654,14891,36694804
2023-12-13,100708,32688,68020,17042,36795512
2023-12-14,42886,10316,32570,9217,36838398
2023-12-15,51722,8827,42895,9890,36890120
2023-12-16,32384,5599,26785,8009,36922504
2023-12-17,22410,4173,18237,5785,36944914
2023-12-18,54183,7818,46365,10854,36999097
2023-12-19,42885,6442,36443,10537,37041982
2023-12-20,30161,5824,24337,8971,37072143
2023-12-21,33119,6812,26307,8864,37105262
2023-12-22,26353,5692,20661,9405,37131615
2023-12-23,31968,7723,24245,10241,37163583
2023-12-24,33981,4597,29384,8575,37197564
2023-12-25,31316,3241,28075,7232,37228880
2023-12-26,30625,5298,25327,8519,37259505
2023-12-27,31583,5075,26508,7552,37291088
2023-12-28,32050,5060,26990,7321,37323138
2023-12-29,24086,3815,20271,6652,37347224
2023-12-30,18897,2361,16536,5031,37366121
2023-12-31,20415,2641,17774,6596,37386536
2024-01-01,25412,2667,22745,6909,37411948
2024-01-02,36517,4259,32258,9063,37448465
2024-01-03,67671,11871,55800,14689,37516136
2024-01-04,26995,6405,20590,9103,37543131
2024-01-05,27349,4197,23152,6824,37570480
2024-01-06,48440,8109,40331,10515,37618920
2024-01-07,18616,4379,14237,6250,37637536
2024-01-08,64108,12030,52078,14661,37701644
2024-01-09,25473,6268,19205,8135,37727117
2024-01-10,55174,6978,48196,11746,37782291
2024-01-11,27617,4981,22636,7815,37809908
2024-01-12,54005,6644,47361,11441,37863913
2024-01-13,13099,2761,10338,4882,37877012
2024-01-14,44489,5839,38650,10484,37921501
2024-01-15,48720,5252,43468,10794,37970221
2024-01-16,51212,4624,46588,10322,38021433
2024-01-17,56276,6427,49849,11771,38077709
2024-01-18,48128,6355,41773,10343,38125837
2024-01-19,36716,4467,32249,8536,38162553
2024-01-20,48349,5219,43130,10399,38210902
2024-01-21,22882,2987,19895,5657,38233784
2024-01-22,60436,6302,54134,12253,38294220
2024-01-23,55162,6866,48296,11128,38349382
2024-01-24,53214,7788,45426,12355,38402596
2024-01-25,55333,9245,46088,12776,38457932
2024-01-26,51996,6113,45883,11493,38509928
2024-01-27,51665,5543,46122,10441,38561593
2024-01-28,46248,5742,40506,9660,38607841
2024-01-29,54195,6149,48046,11455,38662036
2024-01-30,57205,5538,51667,11969,38719241
2024-01-31,62504,5747,56757,9687,38781745
2024-02-01,58259,6697,51562,11269,38840004
2024-02-02,47146,4609,42537,8641,38887150
2024-02-03,44896,4186,40710,8785,38932046
2024-02-04,46089,5067,41022,9654,38978135
2024-02-05,56167,9046,47121,11401,39034302
2024-02-06,56317,6953,49364,10942,39090619
2024-02-07,61694,8272,53422,12427,39152313
2024-02-08,56761,8611,48150,12903,39209074
2024-02-09,52905,8393,44512,13508,39261979
2024-02-10,50594,7039,43555,10564,39312573
2024-02-11,45414,6801,38613,11122,39357987
2024-02-12,56186,6891,49295,11868,39414173
2024-02-13,45621,6596,39025,11399,39459794
2024-02-14,59127,7930,51197,13740,39518921
2024-02-15,33557,5999,27558,8514,39552478
2024-02-16,59199,6464,52735,10006,39611677
2024-02-17,21315,3425,17890,5686,39632992
2024-02-18,49963,5701,44262,8529,39682955
2024-02-19,34138,5661,28477,8287,39717093
2024-02-20,59779,5753,54026,11075,39776872
2024-02-21,29876,4924,24952,7806,39806748
2024-02-22,53811,7903,45908,12139,39860559
2024-02-23,55406,7216,48190,11912,39915965
2024-02-24,50026,4537,45489,8905,39965991
2024-02-25,51590,6792,44798,10583,40017581
2024-02-26,49249,7109,42140,9294,40066830
2024-02-27,50932,5779,45153,10373,40117762
2024-02-28,41718,4962,36756,8931,40159480
2024-02-29,61159,7394,53765,10307,40220639
2024-03-01,44256,5937,38319,9766,40264895
2024-03-02,50131,5247,44884,9941,40315026
2024-03-03,29234,4424,24810,7774,40344260
2024-03-04,57522,7131,50391,10880,40401782
2024-03-05,36950,5738,31212,7552,40438732
2024-03-06,55767,7846,47921,10734,40494499
2024-03-07,54757,8690,46067,11754,40549256
2024-03-08,46618,8803,37815,9500,40595874
2024-03-09,38433,7245,31188,8646,40634307
2024-03-10,50619,8389,42230,8343,40684987
2024-03-11,52916,8197,44719,10414,40737903
2024-03-12,59574,10392,49182,13685,40797477
2024-03-13,60654,9639,51015,14579,40858131
2024-03-14,70942,8605,62337,15768,40929073
2024-03-15,67663,6938,60725,14742,40996736
2024-03-16,67326,6358,60968,11249,41064062
2024-03-17,58635,5081,53554,11091,41122697
2024-03-18,74136,7743,66393,15590,41196833
2024-03-19,76816,8102,68714,17703,41273649
2024-03-20,71234,9548,61686,18130,41344886
2024-03-21,74336,8370,65966,16300,41419222
2024-03-22,75130,8471,66659,17806,41494352
2024-03-23,72843,9594,63249,17004,41567195
2024-03-24,71333,9481,61852,16628,41638528
2024-03-25,66622,9593,57029,14663,41705150
2024-03-26,57514,6866,50648,12863,41762664
2024-03-27,56989,7105,49884,13955,41819653
2024-03-28,30785,3966,26819,9986,41850438
2024-03-29,33750,4861,28889,11156,41884188
2024-03-30,33410,6658,26752,12377,41917598
2024-03-31,42798,6432,36366,13391,41960396
2024-04-01,64670,9603,55067,15306,42025066
2024-04-02,71044,8830,62214,13336,42096110
2024-04-03,64952,7586,57366,12322,42161062
2024-04-04,66334,10783,55551,16213,42227396
2024-04-05,56990,9118,47872,13194,42284386
2024-04-06,59265,8912,50353,14061,42343651
2024-04-07,64394,8466,55928,12881,42408045
2024-04-08,80118,13366,66752,15890,42488163
2024-04-09,73617,10956,62661,14643,42561780
2024-04-10,76510,11859,64651,14476,42638290
2024-04-11,73980,10918,63062,14191,42712270
2024-04-12,68774,12454,56320,14497,42781044
2024-04-13,71632,8657,62975,10435,42852676
2024-04-14,51327,5492,45835,10694,42904003
2024-04-15,77422,8265,69157,12415,42981425
2024-04-16,71063,6144,64919,11126,43052488
2024-04-17,58485,6307,52178,10719,43110973
2024-04-18,49221,6064,43157,10376,43160194
2024-04-19,37886,4301,33585,8724,43198080
2024-04-20,52151,4963,47188,10583,43250231
2024-04-21,60742,9769,50973,11994,43310973
2024-04-22,73922,13113,60809,15405,43384895
2024-04-23,53736,7134,46602,11439,43438631
2024-04-24,54180,7117,47063,10713,43492815
2024-04-25,65775,7189,58586,10221,43558593
2024-04-26,72315,7556,64759,10292,43630908
2024-04-27,52106,6194,45912,10256,43683014
2024-04-28,52826,6135,46691,9045,43735840
2024-04-29,62452,8069,54383,11313,43798292
2024-04-30,58366,6460,51906,9527,43856658
2024-05-01,45127,5285,39842,7986,43901785
2024-05-02,55047,7165,47882,10790,43956832
2024-05-03,47407,5977,41430,8780,44004239
2024-05-04,35234,3877,31357,7548,44039473
2024-05-05,27459,4079,23380,7683,44066932
2024-05-06,49188,7261,41927,11205,44116120
2024-05-07,43276,4923,38353,10734,44159396
2024-05-08,53440,6049,47391,10200,44212836
2024-05-09,48680,5339,43341,9553,44261516
2024-05-10,43864,5302,38562,10115,44305380
2024-05-11,38728,3612,35116,6871,44344108
2024-05-12,38541,3428,35113,7028,44382649
2024-05-13,40838,6489,34349,8835,44423487
2024-05-14,40518,6131,34387,8554,44464005
2024-05-15,43621,6571,37050,11910,44507626
2024-05-16,38680,7660,31020,10532,44546306
2024-05-17,31257,5731,25526,8042,44577563
2024-05-18,19041,2426,16615,3321,44596604
2024-05-19,45869,4593,41276,10281,44642473
2024-05-20,48777,6087,42690,10928,44691250
2024-05-21,56868,7991,48877,11743,44748118
2024-05-22,52516,7531,44985,9719,44800634
2024-05-23,61711,6641,55070,10245,44862345
2024-05-24,66401,7588,58813,13497,44928746
2024-05-25,61734,9369,52365,10204,44990480
2024-05-26,60867,9421,51446,11827,45051347
2024-05-27,65470,8896,56574,10733,45116817
2024-05-28,67578,9552,58026,12148,45184395
2024-05-29,58589,7516,51073,10713,45242984
2024-05-30,61014,8114,52900,11778,45303998
2024-05-31,57375,6585,50790,11251,45361373
2024-06-01,53803,4915,48888,10326,45415176
2024-06-02,45162,6021,39141,7810,45460338
2024-06-03,59476,9925,49551,11829,45519814
2024-06-04,38335,7725,30610,8227,45558149
2024-06-05,40469,6804,33665,8490,45598618
2024-06-06,54340,6851,47489,9936,45652958
2024-06-07,39793,5929,33864,7752,45692751
2024-06-08,20814,2789,18025,3007,45713565
2024-06-09,25246,4458,20788,2742,45738811
2024-06-10,36787,6829,29958,6774,45775598
2024-06-11,52866,7584,45282,11745,45828464
2024-06-12,59840,7657,52183,11036,45888304
2024-06-13,50563,8433,42130,10876,45938867
2024-06-14,43708,6031,37677,9609,45982575
2024-06-15,29594,3943,25651,7905,46012169
2024-06-16,30538,2878,27660,9469,46042707
2024-06-17,39250,4618,34632,7866,46081957
2024-06-18,41272,6222,35050,8544,46123229
2024-06-19,41136,5679,35457,6874,46164365
2024-06-20,33142,3460,29682,6740,46197507
2024-06-21,27773,3934,23839,5381,46225280
2024-06-22,24716,2776,21940,5220,46249996
2024-06-23,26697,4741,21956,4897,46276693
2024-06-24,3485,531,2954,1512,46280178
2024-06-25,40165,5532,34633,8125,46320343
2024-06-26,34712,4927,29785,6964,46355055
2024-06-27,35562,5421,30141,6936,46390617
2024-06-28,36848,4982,31866,6890,46427465
2024-06-29,29671,4105,25566,5853,46457136
2024-06-30,31384,3716,27668,6478,46488520
2024-07-01,32907,5899,27008,7237,46521427
2024-07-02,34153,6172,27981,7483,46555580
2024-07-03,30540,4897,25643,7138,46586120
2024-07-04,39425,4123,35302,7619,46625545
2024-07-05,30198,2959,27239,7010,46655743
2024-07-06,20265,2664,17601,4693,46676008
2024-07-07,26208,2898,23310,6765,46702216
2024-07-08,6581,252,6329,1755,46708797
2024-07-09,45147,4590,40557,6553,46753944
2024-07-10,42723,4453,38270,8936,46796667
2024-07-11,33707,4136,29571,7121,46830374
2024-07-12,31715,5128,26587,7435,46862089
2024-07-13,22346,1982,20364,5776,46884435
2024-07-14,21562,3847,17715,5459,46905997
2024-07-15,28377,4923,23454,7694,46934374
2024-07-16,36684,5132,31552,8700,46971058
2024-07-17,34894,4087,30807,8507,47005952
2024-07-18,30521,3730,26791,8405,47036473
2024-07-19,28583,4119,24464,8120,47065056
2024-07-20,21857,1958,19899,6571,47086913
2024-07-21,31669,2164,29505,7707,47118582
2024-07-22,3359,188,3171,1745,47121941
2024-07-23,40950,4407,36543,9317,47162891
2024-07-24,36710,3880,32830,9719,47199601
2024-07-25,32707,3741,28966,8017,47232308
2024-07-26,32850,3423,29427,7524,47265158
2024-07-27,26525,1974,24551,6495,47291683
2024-07-28,25884,3619,22265,6513,47317567
2024-07-29,25956,3341,22615,6382,47343523
2024-07-30,38030,5451,32579,8499,47381553
2024-07-31,58633,4522,54111,8259,47440186
2024-08-01,87818,4557,83261,8647,47528004
2024-08-02,35964,3839,32125,8590,47563968
2024-08-03,32207,2868,29339,7344,47596175
2024-08-04,22353,2738,19615,6168,47618528
